"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is.nocturnal","is.nocturnal_source","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","sd_cumulative","ARR","std.error","statistic","p.value","conf.low","conf.high"
2521,"Rhinella marina","Rhinella","marina","Chordata","Amphibia","Anura","Bufonidae",NA,"Sherman, E., L. Baldwin, G. Fernandez, and E. Deurell. 1991. Fever and thermal tolerance in the toad Bufo marinus. Journal of Thermal Biology 16:297-301.","Rohr","Rhinella marina_5.838385_-75.2233885",25,5.838385,-75.2233885,"","Bufo","marinus","Supplier",1,39.3,"tmax",NA,NA,7,"critical","Loss of righting response","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","1","days",NA,"365","1-2.5 years (amphibio)","365","1-2.5 years (amphibio)","Y","0-1","rarely move > 25 m away from water's edge+ but some adult toads were spooled a distance of 200 m (amphibiaweb)",NA,24.1,"SVL - amphibio",NA,NA,NA,NA,NA,"Summer and Winter","become inactive for long periods during cold weather+ aestivate during dry season (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00034-0.002812","340-2+812m2 (amphibiaweb)",9052,"24.8 years max (amphibio)",NA,"Y","AmphiBIO","N",NA,NA,0.458,0.625,"0.875","0.125",NA,NA,NA,0.142857142857144,NA,NA,NA,NA,NA
2523,"Rhinella marina","Rhinella","marina","Chordata","Amphibia","Anura","Bufonidae","Nikki","Brattstrom_1968","Rohr","Rhinella marina_9_-79.846",15,9,-79.846,"","Bufo","marinus","Barro Colorado Island, Panama",17.5,36.5,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","2-3w","weeks",NA,"365","1-2.5 years (amphibio)","365","1-2.5 years (amphibio)","Y","0-1","rarely move > 25 m away from water's edge+ but some adult toads were spooled a distance of 200 m (amphibiaweb)",NA,24.1,"SVL - amphibio",NA,NA,NA,NA,NA,"Summer and Winter","become inactive for long periods during cold weather+ aestivate during dry season (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00034-0.002812","340-2+812m2 (amphibiaweb)",9052,"24.8 years max (amphibio)",NA,"Y","AmphiBIO","N",NA,NA,0.458,0.625,"0.875","0.125",NA,NA,NA,0.197639282341832,0.0290010425117733,6.81490268019152,0.000489574752750168,0.126676287724215,0.268602276959449
122,"Ambystoma maculatum","Ambystoma","maculatum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Gatz, A. J. J. 1973. Intraspecific variations in critical thermal maxima of Ambystoma maculatum. Herpetologica 29:264-268.","Rohr","Ambystoma maculatum_40.203_-77.195",13,40.203,-77.195,"","Ambystoma","maculatum","Carlisle, Pennsylvania",NA,35.5,"tmax",NA,NA,27,"critical","Onset of heat coma after spasms ended","0.7",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,"730","2-3 years (amphibio)","730","2-3 years (amphibio)","Y","0-1","Madison+ D. M. 1997. The emigration of radio-implanted spotted salamanders+ Ambystoma maculatum .  J. Herpetol. 31: 542 -551.",NA,24.8,"TL - amphibio",NA,NA,NA,NA,NA,"Summer and Winter","hibernate in subterranean burrows and likely keep from freezing by moving below the frost line+ above their critical thermal maximum (34.9â€“35.8 Ë_C; Gatz+ 1971+ 1973b) and will usually seek refuge from heat and desiccation in small mammal burrows (amphibiaweb)","non-migratory","taxa","Winter",NA,NA,"Micky/Ilona/Nikki","0.000008-0.0000015","8-15m2 (https://animaldiversity.org/accounts/Ambystoma_maculatum/)",11680,"32 years max (amphibio) - AmphibiaWeb",NA,"N","AmphiBIO","N",NA,NA,0.458,0.625,"0.875","0.125",NA,NA,NA,0.500000000000001,NA,NA,NA,NA,NA
127,"Ambystoma tigrinum","Ambystoma","tigrinum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.","Rohr","Ambystoma tigrinum_32.32_-106.764",20,32.32,-106.764,"","Ambystoma","tigrinum","Las Cruces, New Mexico",7,36.6,"tmax",NA,NA,8,"critical","Spasms ceased and an open mouth gape was apparent","0.5",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,"1460","AnAge","1460","AnAge",NA,"0-1","longest recorded distance moved from a wetland is 229 m+ all movements within 300m in capture-recapture experiment (Amphibiaweb + DOI: 10.2307/1447434)",NA,33,"TL - amphibio",NA,NA,NA,NA,NA,"Winter","overwinter by burrowing below the frost line (AmphibiaWeb)","non-migratory","taxa","none",NA,NA,"Ilona/Nikki","0.071","kunk by amphibiaweb+ less than 300m in radius based on (DOI: 10.2307/1447434)",9125,"25 years max (Nigrelli 1954+ Petranka 1998; AmphibiaWeb)",NA,"N","AmphiBIO","N",NA,NA,0.875,0.125,"","",NA,NA,NA,0.0349999999999994,0.0613278983099143,0.570702746458561,0.588920399261207,-0.115063961180343,0.185063961180342
134,"Ambystoma tigrinum","Ambystoma","tigrinum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.","Rohr","Ambystoma tigrinum_33.126_-105.752",10,33.126,-105.752,"","Ambystoma","tigrinum","Sacramento Mountains, New Mexico",7,36.5,"tmax",NA,NA,5,"critical","Spasms ceased and an open mouth gape was apparent","0.5",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,"1460","AnAge","1460","AnAge",NA,"0-1","longest recorded distance moved from a wetland is 229 m+ all movements within 300m in capture-recapture experiment (Amphibiaweb + DOI: 10.2307/1447434)",NA,33,"TL - amphibio",NA,NA,NA,NA,NA,"Winter","overwinter by burrowing below the frost line (AmphibiaWeb)","non-migratory","taxa","none",NA,NA,"Ilona/Nikki","0.071","kunk by amphibiaweb+ less than 300m in radius based on (DOI: 10.2307/1447434)",9125,"25 years max (Nigrelli 1954+ Petranka 1998; AmphibiaWeb)",NA,"N","AmphiBIO","N",NA,NA,0.875,0.125,"","",NA,NA,NA,0.145,0.0502493781056045,2.88560785160897,0.102042372777183,-0.0712056238742919,0.361205623874292
301,"Ascaphus truei","Ascaphus","truei","Chordata","Amphibia","Anura","Ascaphidae",NA,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.","Rohr","Ascaphus truei_46.989_-114.015",0,46.989,-114.015,"","Ascaphus","truei","Missoula, Montana",7,27.5,"tmax",NA,NA,8,"critical","Loss of righting response","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,"730","2-3 years (amphibio)","730","2-3 years (amphibio)","Y","0-1","rarely moved more than 10m (amphibiaweb)",NA,5,"SVL - amphibio",NA,NA,NA,NA,NA,"none","no hibernation+ some remain active (https://animaldiversity.org/accounts/Ascaphus_truei/)","non-migratory","taxa",NA,NA,NA,"Nikki","0.00031416","rarely moved more than 10m upstream or downstream (amphibiaweb)",5110,"known to live 14 years max (AmphibiaWeb)",NA,"Y","AmphiBIO","N",NA,NA,NA,NA,"","",10.4502707671459,11.1291302128169,10.4736245619469,0.0999999999999994,0.0635085296108586,1.57459164324443,0.360211444037335,-0.706952379728983,0.906952379728982
537,"Crinia signifera","Crinia","signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-43_147.371",5,-43,147.371,"","Crinia","signifera","Oatlands, Tasmania",12,34.2,"tmax",NA,NA,15,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking","1095","most commonly after 3 years (https://doi.org/10.1071/ZO04028)","730","2 years (https://doi.org/10.1071/ZO04028)",NA,"0-1","disperses distances of at least 500m (DOI: 10.1071/PC050050)",NA,3,"SVL - DOI: 10.1071/WR04120","3","30mm (DOI: 10.1071/WR04120)","2.5","25mm (DOI: 10.1071/WR04120)",NA,"none","suggests low activity+ but no evidence of refuge (DOI: 10.1071/WR04120)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","unk",NA,2555,"7 years max (Lauck 2005)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",2.82823441055568,3.81370055279276,2.87186644614873,0.0774999999999999,0.0893378419260283,0.867493531623138,0.477123613551943,-0.306889709432952,0.461889709432951
541,"Crinia signifera","Crinia","signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_148.174",5,-38,148.174,"","Crinia","signifera","Buchan, Victoria",12,34.5,"tmax",NA,NA,13,"critical","onset_of_spasm","1",NA,NA,NA,"Winter",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking","1095","most commonly after 3 years (https://doi.org/10.1071/ZO04028)","730","2 years (https://doi.org/10.1071/ZO04028)",NA,"0-1","disperses distances of at least 500m (DOI: 10.1071/PC050050)",NA,3,"SVL - DOI: 10.1071/WR04120","3","30mm (DOI: 10.1071/WR04120)","2.5","25mm (DOI: 10.1071/WR04120)",NA,"none","suggests low activity+ but no evidence of refuge (DOI: 10.1071/WR04120)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","unk",NA,2555,"7 years max (Lauck 2005)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",5.06890001021122,5.93706136860873,5.12422509630198,0.123333333333334,0.0803649085018986,1.53466650597157,0.222425563197734,-0.132423672802997,0.379090339469664
546,"Crinia signifera","Crinia","signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_142.518",5,-38,142.518,"","Crinia","signifera","Grampians, Victoria",12,33,"tmax",NA,NA,39,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking","1095","most commonly after 3 years (https://doi.org/10.1071/ZO04028)","730","2 years (https://doi.org/10.1071/ZO04028)",NA,"0-1","disperses distances of at least 500m (DOI: 10.1071/PC050050)",NA,3,"SVL - DOI: 10.1071/WR04120","3","30mm (DOI: 10.1071/WR04120)","2.5","25mm (DOI: 10.1071/WR04120)",NA,"none","suggests low activity+ but no evidence of refuge (DOI: 10.1071/WR04120)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","unk",NA,2555,"7 years max (Lauck 2005)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",4.09125370448657,5.01740588858129,4.14487378563065,0.2,0.0460977222864644,4.33860915637313,0.0492346229169432,0.00165750936891146,0.398342490631089
550,"Crinia signifera","Crinia","signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_145.245",10,-38,145.245,"","Crinia","signifera","Knox, Victoria",12,34.6,"tmax",NA,NA,13,"critical","onset_of_spasm","1",NA,NA,NA,"Winter",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking","1095","most commonly after 3 years (https://doi.org/10.1071/ZO04028)","730","2 years (https://doi.org/10.1071/ZO04028)",NA,"0-1","disperses distances of at least 500m (DOI: 10.1071/PC050050)",NA,3,"SVL - DOI: 10.1071/WR04120","3","30mm (DOI: 10.1071/WR04120)","2.5","25mm (DOI: 10.1071/WR04120)",NA,"none","suggests low activity+ but no evidence of refuge (DOI: 10.1071/WR04120)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","unk",NA,2555,"7 years max (Lauck 2005)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",4.57155258016418,5.26141635312569,4.62077879598477,0.0200000000000006,0.0921954445729285,0.216930457818663,0.848380391284215,-0.376684981262175,0.416684981262177
556,"Crinia signifera","Crinia","signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-37_148.264",5,-37,148.264,"","Crinia","signifera","Mt. Kosciuszko, New South Wales",12,33.8,"tmax",NA,NA,12,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",1905,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking","1095","most commonly after 3 years (https://doi.org/10.1071/ZO04028)","730","2 years (https://doi.org/10.1071/ZO04028)",NA,"0-1","disperses distances of at least 500m (DOI: 10.1071/PC050050)",NA,3,"SVL - DOI: 10.1071/WR04120","3","30mm (DOI: 10.1071/WR04120)","2.5","25mm (DOI: 10.1071/WR04120)",NA,"none","suggests low activity+ but no evidence of refuge (DOI: 10.1071/WR04120)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","unk",NA,2555,"7 years max (Lauck 2005)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",5.06890001021122,5.93706136860873,5.12422509630198,0.1125,0.0425,2.64705882352942,0.117986099351387,-0.070362741014352,0.295362741014352
562,"Crinia signifera","Crinia","signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-31_151.667",5,-31,151.667,"","Crinia","signifera","Armidale, New South Wales",12,33.1,"tmax",NA,NA,9,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",762,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking","1095","most commonly after 3 years (https://doi.org/10.1071/ZO04028)","730","2 years (https://doi.org/10.1071/ZO04028)",NA,"0-1","disperses distances of at least 500m (DOI: 10.1071/PC050050)",NA,3,"SVL - DOI: 10.1071/WR04120","3","30mm (DOI: 10.1071/WR04120)","2.5","25mm (DOI: 10.1071/WR04120)",NA,"none","suggests low activity+ but no evidence of refuge (DOI: 10.1071/WR04120)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","unk",NA,2555,"7 years max (Lauck 2005)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",5.60399749420772,6.53513443124127,5.66271529312303,0.165,0.040311288741493,4.09314624144385,0.0548253022917629,-0.00844547654330388,0.338445476543304
1077,"Geocrinia victoriana","Geocrinia","victoriana","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Geocrinia victoriana_-37_144.284",10,-37,144.284,"","Crinia","victoriana","Bendago, Victoria",12,34.4,"tmax",NA,NA,45,"critical","onset_of_spasm","1",NA,NA,NA,"Autumn",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"unk",NA,"unk",NA,NA,"unk",NA,NA,3.5,"SVL - amphibio",NA,NA,NA,NA,NA,"unk",NA,"non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,NA,NA,NA,"N","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,6.04622604669675,0.13,0.0636832439151427,2.04135329810183,0.177990456851566,-0.14400688327079,0.404006883270789
1158,"Hyperolius viridiflavus","Hyperolius","viridiflavus","Chordata","Amphibia","Anura","Hyperoliidae",NA,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.","Rohr","Hyperolius viridiflavus_4.7816485_30.3826905",25,4.7816485,30.3826905,"","Hyperolius","viridiflavus","Commercial supplier in Mozambique",NA,40.5,"tmax",NA,NA,9,"critical","Sharp increase in EWL",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,"120","4-12 months (https://animaldiversity.org/accounts/Hyperolius_viridiflavus/)","120","4-12 months (https://animaldiversity.org/accounts/Hyperolius_viridiflavus/)","Y","unk",NA,NA,3.4,"SVL - amphibio",NA,NA,NA,NA,NA,"Summer","aestivate out of burrows during dry season (https://animaldiversity.org/accounts/Hyperolius_viridiflavus/)","non-migratory","taxa",NA,NA,NA,"Nikki","kunk","https://animaldiversity.org/accounts/Hyperolius_viridiflavus/",365,"1 year max (https://animaldiversity.org/accounts/Hyperolius_viridiflavus/)",NA,"Y","AmphiBIO","N",NA,NA,0.458,0.625,"","",NA,NA,NA,0.149999999999999,0.0354964786985975,4.22577127364259,0.0516959477363978,-0.00272902096901467,0.302729020969014
1162,"Hyperolius viridiflavus","Hyperolius","viridiflavus","Chordata","Amphibia","Anura","Hyperoliidae",NA,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.","Rohr","Hyperolius viridiflavus_7.54_-5.547",27,7.54,-5.547,"","Hyperolius","viridiflavus","Ivory Coast, West Africa",NA,42.3,"tmax",NA,NA,9,"critical","Sharp increase in EWL",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,"120","4-12 months (https://animaldiversity.org/accounts/Hyperolius_viridiflavus/)","120","4-12 months (https://animaldiversity.org/accounts/Hyperolius_viridiflavus/)","Y","unk",NA,NA,3.4,"SVL - amphibio",NA,NA,NA,NA,NA,"Summer","aestivate out of burrows during dry season (https://animaldiversity.org/accounts/Hyperolius_viridiflavus/)","non-migratory","taxa",NA,NA,NA,"Nikki","kunk","https://animaldiversity.org/accounts/Hyperolius_viridiflavus/",365,"1 year max (https://animaldiversity.org/accounts/Hyperolius_viridiflavus/)",NA,"Y","AmphiBIO","N",NA,NA,0.458,0.625,"","",NA,NA,NA,0.200000000000002,NA,NA,NA,NA,NA
1397,"Limnodynastes dorsalis","Limnodynastes","dorsalis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes dorsalis_-39_146.333",10,-39,146.333,"","Limnodynastes","dorsalis","Wilson's Promontory National Park, Victoria",12,33.2,"tmax",NA,NA,2,"critical","righting_ability","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"730","Minimum age at which females are known or suspected to first reproduce is 2-3 years. https://web.archive.org/web/20080719222308/http://frogsaustralia.net.au/frogs/display.cfm?frog_id=35","unk",NA,NA,"unk",NA,NA,7.3,"SVL - amphibio",NA,NA,NA,NA,NA,"Summer","burrows during arid conditions (IUCN Redlist)","non-migratory","taxa",NA,NA,NA,"ALH/Nikki","unk",NA,NA,NA,NA,"N","AmphiBIO","Y",NA,NA,0.875,0.125,"","",NA,NA,NA,0.139999999999999,0.0866025403784439,1.61658075373094,0.352672256052596,-0.960389608721345,1.24038960872134
1401,"Limnodynastes dorsalis","Limnodynastes","dorsalis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes dorsalis_-31_150.931",5,-31,150.931,"","Limnodynastes","dorsalis","Tamworth, New South Wales",12,32.1,"tmax",NA,NA,5,"critical","righting_ability","1",NA,NA,NA,"Summer",609.6,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"730","Minimum age at which females are known or suspected to first reproduce is 2-3 years. https://web.archive.org/web/20080719222308/http://frogsaustralia.net.au/frogs/display.cfm?frog_id=35","unk",NA,NA,"unk",NA,NA,7.3,"SVL - amphibio",NA,NA,NA,NA,NA,"Summer","burrows during arid conditions (IUCN Redlist)","non-migratory","taxa",NA,NA,NA,"ALH/Nikki","unk",NA,NA,NA,NA,"N","AmphiBIO","Y",NA,NA,0.875,0.125,"","",NA,NA,NA,0.23,0.0173205080756887,13.2790561913614,0.0478513232833492,0.00992207825573208,0.450077921744267
1405,"Limnodynastes peronii","Limnodynastes","peronii","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Marshall, E., and G. C. Grigg. 1980. Acclimation of CTM, LD50, and rapid loss of acclimation of thermal preferendum in tadpoles of Limnodynastes peronii (Anura, Myobatrachidae). Australian Zoologist 20:447-455.","Rohr","Limnodynastes peronii_-34.012_151.094",15,-34.012,151.094,"","Limnodynastes","peronii","Sylvania, New South Wales",45,37.8,"tmax",NA,NA,30,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","45","days",NA,"unk",NA,"unk",NA,NA,"0-1","at least 500m and few species are likely to regularly disperse greater than 1000 m (https://doi.org/10.1111/j.1365-2656.2006.01096.x)",NA,7.28,"SVL - amphibio","6.5","slightly less than 65mm (https://animaldiversity.org/accounts/Limnodynastes_peronii)","6.5","65mm (https://animaldiversity.org/accounts/Limnodynastes_peronii/)",NA,"unk",NA,"non-migratory","taxa",NA,NA,NA,"Nikki","unk","less than 1km dispersal (https://doi.org/10.1890/10-0390.1)",NA,NA,NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,5.77839272193334,0.2,0.0500000000000002,3.99999999999997,0.0571909584179373,-0.0151326364874745,0.415132636487474
1412,"Limnodynastes peronii","Limnodynastes","peronii","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes peronii_-18_145.924",10,-18,145.924,"","Limnodynastes","peroni","Tully, Queensland",12,30.6,"tmax",NA,NA,10,"critical","righting_ability","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"unk","smallest mature individuals reported were 42.5 mm SVL for females and 48.0 mm SVL for males (https://www.researchgate.net/publication/260599495_Using_museum_frog_collections_to_assign_sex_and_age_categories_to_frogs_in_field_studies_A_case_study_with_the_Striped_Marsh_Frog_Limnodynastes_peronii)","unk",NA,NA,"0-1","at least 500m and few species are likely to regularly disperse greater than 1000 m (https://doi.org/10.1111/j.1365-2656.2006.01096.x)",NA,7.28,"SVL - amphibio","6.5","slightly less than 65mm (https://animaldiversity.org/accounts/Limnodynastes_peronii)","6.5","65mm (https://animaldiversity.org/accounts/Limnodynastes_peronii/)",NA,"unk",NA,"non-migratory","taxa",NA,NA,NA,"Nikki","unk","less than 1km dispersal (https://doi.org/10.1890/10-0390.1)",NA,NA,NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,3.57391064097725,0.23,0.0952627944162881,2.4143738529748,0.249985056824677,-0.980428569593476,1.44042856959348
1499,"Lithobates pipiens","Lithobates","pipiens","Chordata","Amphibia","Anura","Ranidae",NA,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.","Rohr","Lithobates pipiens_43.78444_-88.787868",5,43.78444,-88.787868,"","Rana","pipiens","Supplier, Wisconsin",1,31.3,"tmax",NA,NA,3,"critical","Loss of righting response",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","1","days",NA,"365","1-2 years (amphibio)","365","1-2 years (amphibio)","Y","0-1","mean total distance moved was 134.3m",NA,16.5,"SVL - amphibio",NA,NA,NA,NA,NA,"Winter","hibernates in mud of ponds+ streams+ lakes+ or marshes usually near underwater trees or rocks (http://www.aquatic.uoguelph.ca/amphibians/amphib/accounts/ranidae/leopard/account.htm)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.000348-0.001347","mean home range from 348-1347m^2 (http://www.herpconbio.org/Volume_4/Issue_2/Blomquist_Hunter_2009.pdf) 500m2 (http://www.aquatic.uoguelph.ca/amphibians/amphib/accounts/ranidae/leopard/account.htm)",3285,"6-9 years (http://www.aquatic.uoguelph.ca/amphibians/amphib/accounts/ranidae/leopard/account.htm) 9 years max (amphibio)",NA,"N","AmphiBIO","N",NA,NA,0.875,0.125,"","",NA,NA,NA,0.163963244107071,0.0178924128479038,9.1638419871516,4.90689620606412e-07,0.125309036201968,0.202617452012175
1538,"Lithobates sylvaticus","Lithobates","sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Lithobates sylvaticus_35.053_-83.197",10,35.053,-83.197,"","Rana","sylvaticus","Highlands, North Carolina",7,34.9,"tmax",NA,NA,10,"critical","Onset of spasms","0.7",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,"365","1-2.7 years (amphibio)","365","1-2.7 years (amphibio)","Y","0-1","cannot disperse more than 2km - ""Although the migration distance of any individual adult frog+ or dispersal of juvenile frogs+ in a single event would not likely cover the smallest pairwise distance between ponds in this study (1.9 km)"" (https://doi.org/10.1007/s10592-015-0757-6)",NA,8.3,"SVL - amphibio+ 6 from (Prairie Research Institute. Lithobates sylvaticus. Illinois Natural History Survey+ available at : [http://wwx.inhs.illinois.edu/collections/herps/data/ilspecies/ra_sylvati/]\",NA,NA,NA,NA,NA,"Winter","frogs seek out terrestrial locations with ample cover to hibernate (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.0000836","83.6m2 (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)",1898,"5.2 years max (amphibio)",NA,"N","AmphiBIO","N",NA,NA,0.875,0.125,"","",NA,NA,NA,0.102122093023256,0.0241553058952307,4.22772923953817,0.000376921772687796,0.0518883844599018,0.15235580158661
1558,"Lithobates sylvaticus","Lithobates","sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Lotshaw, D. P. 1977. Temperature adaptation and effects of thermal acclimation in Rana sylvatica and Rana catesbeiana. Comparative Biochemistry and Physiology A 56:287-294.","Rohr","Lithobates sylvaticus_39.435_-84.203",5,39.435,-84.203,"","Rana","sylvaticus","Lebanon, Ohio",4,33.2,"tmax",NA,NA,4,"critical","Loss of righting response","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","4","days",NA,"365","1-2.7 years (amphibio)","365","1-2.7 years (amphibio)","Y","0-1","cannot disperse more than 2km - ""Although the migration distance of any individual adult frog+ or dispersal of juvenile frogs+ in a single event would not likely cover the smallest pairwise distance between ponds in this study (1.9 km)"" (https://doi.org/10.1007/s10592-015-0757-6)",NA,8.3,"SVL - amphibio+ 6 from (Prairie Research Institute. Lithobates sylvaticus. Illinois Natural History Survey+ available at : [http://wwx.inhs.illinois.edu/collections/herps/data/ilspecies/ra_sylvati/]\",NA,NA,NA,NA,NA,"Winter","frogs seek out terrestrial locations with ample cover to hibernate (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.0000836","83.6m2 (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)",1898,"5.2 years max (amphibio)",NA,"N","AmphiBIO","N",NA,NA,0.875,0.125,"","",NA,NA,NA,0.0450000000000002,NA,NA,NA,NA,NA
