"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","ARR","std.error","statistic","p.value","conf.low","conf.high"
2961,"Trematomus hansoni","Trematomus","hansoni","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Somero & DeVries 1967","Comte","Trematomus hansoni_-77.51_166.38",-1.9,-77.51,166.38,"","Trematomus","hansoni","McMurdo Sound Antarctica",7,6,"tmax",NA,"SD",42,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","7","days",NA,"2555","7 years+ extracted from fig 2 using webplotdigitizer (La Mesa+ M.+ & Vacchi+ M. (2001). Age and growth of high Antarctic notothenioid fish. Antarctic Science+ 13(3)+ 227-235.)","2555","7 years+ extracted from fig 2 using webplotdigitizer (La Mesa+ M.+ & Vacchi+ M. (2001). Age and growth of high Antarctic notothenioid fish. Antarctic Science+ 13(3)+ 227-235.)","Y","100+","LARVAE: PLD is long+ spanning over the winter - multiple months (https://doi.org/10.1016/j.margen.2012.05.002)",NA,41,"TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","captured throughout the year (DOI: 10.1126/science.156.3772.257)",NA,NA,NA,"Nikki","unk",NA,7300,"20 years max found in study (https://doi.org/10.1017/S0954102001000335)",NA,"Y",NA,NA,NA,NA,"","",0.260074129481078,0.311186780858887,NA,NA,NA,NA,NA,NA
782,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_144.963226",20,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",117,39.72181818,"tmax",0.049090909,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,0.3,"3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"Winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,65,"65 days max (DOI: 10.2307/1929973)",NA,"Y",NA,NA,0.458,0.625,"","",2.92709551412573,5.58654897744058,0.0612235001482213,0.00386317340717669,15.8479813602168,2.51414475387007e-07,0.0523150062962611,0.0701319940001815
783,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_144.963226",23,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",117,39.79818182,"tmax",0.046363636,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,0.3,"3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"Winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,65,"65 days max (DOI: 10.2307/1929973)",NA,"Y",NA,NA,0.458,0.625,"","",2.92709551412573,5.58654897744058,0.0612235001482213,0.00386317340717669,15.8479813602168,2.51414475387007e-07,0.0523150062962611,0.0701319940001815
784,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_144.963226",26,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",117,40.02727273,"tmax",0.046363636,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,0.3,"3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"Winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,65,"65 days max (DOI: 10.2307/1929973)",NA,"Y",NA,NA,0.458,0.625,"","",2.92709551412573,5.58654897744058,0.0612235001482213,0.00386317340717669,15.8479813602168,2.51414475387007e-07,0.0523150062962611,0.0701319940001815
785,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-37.815338_144.963226",28,-37.815338,144.963226,"","Drosophila","melanogaster","Melbourne, Victoria, Australia",117,40.14727273,"tmax",0.068181818,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,0.3,"3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"Winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,65,"65 days max (DOI: 10.2307/1929973)",NA,"Y",NA,NA,0.458,0.625,"","",2.92709551412573,5.58654897744058,0.0612235001482213,0.00386317340717669,15.8479813602168,2.51414475387007e-07,0.0523150062962611,0.0701319940001815
792,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_146.031845",20,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",117,39.99818703,"tmax",0.06,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,0.3,"3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"Winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,65,"65 days max (DOI: 10.2307/1929973)",NA,"Y",NA,NA,0.458,0.625,"","",1.09530870015125,3.10888805135381,0.064121765612648,0.00870886603112004,7.36281455972762,7.89604148320577e-05,0.044039084531946,0.0842044466933499
793,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_146.031845",23,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",117,40.051826,"tmax",0.043636364,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,0.3,"3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"Winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,65,"65 days max (DOI: 10.2307/1929973)",NA,"Y",NA,NA,0.458,0.625,"","",1.09530870015125,3.10888805135381,0.064121765612648,0.00870886603112004,7.36281455972762,7.89604148320577e-05,0.044039084531946,0.0842044466933499
794,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_146.031845",26,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",117,40.12181297,"tmax",0.049090909,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,0.3,"3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"Winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,65,"65 days max (DOI: 10.2307/1929973)",NA,"Y",NA,NA,0.458,0.625,"","",1.09530870015125,3.10888805135381,0.064121765612648,0.00870886603112004,7.36281455972762,7.89604148320577e-05,0.044039084531946,0.0842044466933499
795,"Drosophila melanogaster","Drosophila","melanogaster","Arthropoda","Insecta","Diptera","Drosophilidae","Nikki","van_Heerwaarden_et_al_2016","intratherm_team","Drosophila melanogaster_-17.525_146.031845",28,-17.525,146.031845,"","Drosophila","melanogaster","Innisfail,  Queensland, Australia",117,40.21940089,"tmax",0.043636364,"SE",40,"critical","upper_critical_limit","0.1",NA,NA,"held","autumn",NA,"Adult",NA,NA,NA,"Terrestrial",NA,NA,NA,"9","9 days (https://doi.org/10.1086/303394)","9","9 days (https://doi.org/10.1086/303394)",NA,"1-10","some released alleles travelled as far as 10km (https://doi.org/10.1086/284698)",NA,0.3,"3mm (https://animaldiversity.org/accounts/Drosophila_melanogaster)",NA,NA,NA,NA,NA,"Winter","diapause to overwinter (https://doi.org/10.1016/j.jinsphys.2018.04.006)","non-migratory","no seasonal migrations reported in any life history of a natural population",NA,NA,NA,"Nikki","unk",NA,65,"65 days max (DOI: 10.2307/1929973)",NA,"Y",NA,NA,0.458,0.625,"","",1.09530870015125,3.10888805135381,0.064121765612648,0.00870886603112004,7.36281455972762,7.89604148320577e-05,0.044039084531946,0.0842044466933499
1225,"Ictalurus punctatus","Ictalurus","punctatus","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Beitinger et al. 2000","Comte","Ictalurus punctatus_33.157701_-97.005377",20,33.157701,-97.005377,"inferred","Ictalurus","punctatus","wild from local fish hatchery in Denton, Texas",NA,38,"tmax",0.39,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","2-3 years (fishbase)","730","2-3 years (fishbase)","Y","100+","MOVEMENT: frequently caught up to 65 miles downstream of release site (https://doi.org/10.1577/1548-8659(1967)96[351:MOMCCI]2.0.CO;2) MIGRATION: may travel hundreds of miles (NatureServe Explorer)",NA,132,"TL male/unsexed -fishbase","57","SL male/unsexed -fishbase","57","SL male/unsexed -fishbase","Y","none","no dormancy reported+ not in paper on winter activity (https://doi.org/10.1046/j.1365-2400.1999.00175.x)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","no clear home range (https://animaldiversity.org/accounts/Ictalurus_punctatus/)",8760,"14 years average (https://animaldiversity.org/accounts/Ictalurus_punctatus/)+ 24 years max (fishbase)",NA,"N",NA,NA,NA,NA,"","",4.93787340294746,5.51380315609993,NA,NA,NA,NA,NA,NA
1298,"Lepomis cyanellus","Lepomis","cyanellus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Lepomis cyanellus_33.157701_-97.005377",20,33.157701,-97.005377,"inferred","Lepomis","cyanellus","wild from local fish hatchery in Denton, Texas",NA,35.8,"tmax",0.69,"SD",9,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"1095","Age of female maturity is 3 years (https://animaldiversity.org/accounts/Lepomis_cyanellus/)","1095","3 years (NatureServe Explorer)","Y","0-1","MOVEMENT: 453m farthest recapture (https://www.srs.fs.usda.gov/pubs/ja/ja_smithson001.pdf)",NA,31,"TL male/unsexed -fishbase","20","TL male/unsexed -fishbase","20","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","NatureServe Explorer",NA,NA,NA,"Sarah/Nikki","0.00139","72% recaptured within same 42m stream length+ used as diameter (DOI: 10.2307/2424361)",3285,"maximum lifespan is 9 years (AnAge)",NA,"N",NA,NA,NA,NA,"","",4.72314328405042,5.94278061031906,NA,NA,NA,NA,NA,NA
2740,"Sander vitreus","Sander","vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Peterson 1993","Comte","Sander vitreus_40.83_-92.88",23,40.83,-92.88,"","Sander","vitreus","wild population from Rathbun Fish Hatchery in Morovia Iowa US",210,34.8,"tmax",0.3,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,NA,"hatchery takes from Lake Rathbun",NA,NA,"Freshwater","210","days",NA,"1095","3-8 years (NatureServe Explorer)","730","2-4 years (NatureServe Explorer)",NA,"100+","MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer)",NA,107,"FL male/unsexed -fishbase","54","TL male/unsexed -fishbase","54","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","IUCN Red List","Spring","Spring","DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer)","Nikki","0.679-3","67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110)",10585,"29 years max (fishbase)",NA,"N",0.208,0.375,NA,NA,"","",5.84258375472513,6.08770130341196,NA,NA,NA,NA,NA,NA
2741,"Sander vitreus","Sander","vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Peterson 1993","Comte","Sander vitreus_40.83_-92.88",23,40.83,-92.88,"","Sander","vitreus","wild population from Rathbun Fish Hatchery in Morovia Iowa US",210,35.9,"tmax",0.5,"SD",15,"critical","OS","1",NA,NA,NA,NA,NA,NA,"hatchery takes from Lake Rathbun",NA,NA,"Freshwater","210","days",NA,"1095","3-8 years (NatureServe Explorer)","730","2-4 years (NatureServe Explorer)",NA,"100+","MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer)",NA,107,"FL male/unsexed -fishbase","54","TL male/unsexed -fishbase","54","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","IUCN Red List","Spring","Spring","DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer)","Nikki","0.679-3","67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110)",10585,"29 years max (fishbase)",NA,"N",0.208,0.375,NA,NA,"","",5.84258375472513,6.08770130341196,NA,NA,NA,NA,NA,NA
1975,"Oncorhynchus mykiss","Oncorhynchus","mykiss","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Myrick & Cech 2005","Comte","Oncorhynchus mykiss_38.63_-121.22",11,38.63,-121.22,"","Oncorhynchus","mykiss","wild population from Nimbus State Fish Hatchery California US",30,23.57,"tmax",1.52,"SD",8,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile","hatchery takes from American River",NA,NA,"Freshwater","30","days",NA,"1095","3 years (fishbase)","730","2 years (fishbase)",NA,"0-1","MOVEMENT: display site fidelity when released 1km away with other populations as close as 5km nearby suggests less than 1km dispersal (doi:10.1006/jmsc.2000.1041) MIGRATION: anadromous forms migrate at least hundreds of miles between spawning stream and marine water (NatureServe Explorer)",NA,122,"TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","NatureServe Explorer+ some forms anadromous and some resident","Spring","Spring","DISTANCE: at least hundreds of miles - but depends on form (NatureServe Explorer)  TIMING: spring (Feb-Jun) POPULATION SPECIFIC: anadromous marine forms migrate up to at least hundreds of miles+ stream-dwelling may spend entire life in few hundred meters of stream+ lake-dwelling migrate to tributaries to spawn","Nikki","0.005-0.135","0.5-13.5 ha+ range taken from fig 1+2 (Blanchfield+ P. J.+ Tate+ L. S.+ & Podemski+ C. L. (2009). Survival and behaviour of rainbow trout (Oncorhynchus mykiss) released from an experimental aquaculture operation. Canadian Journal of Fisheries and Aquatic Sciences+ 66(11)+ 1976-1988.)",4015,"11 years max+ 5-6 years normal (fishbase + NatureServe Explorer)",NA,"N",0.208,0.375,NA,NA,"","",3.88620789778745,4.50088113475692,0.669999999999999,0.051961524227067,12.8941560119014,0.0492741051607675,0.00976623476718386,1.33023376523281
1976,"Oncorhynchus mykiss","Oncorhynchus","mykiss","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Myrick & Cech 2005","Comte","Oncorhynchus mykiss_38.63_-121.22",15,38.63,-121.22,"","Oncorhynchus","mykiss","wild population from Nimbus State Fish Hatchery California US",30,25.89,"tmax",2.68,"SD",9,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile","hatchery takes from American River",NA,NA,"Freshwater","30","days",NA,"1095","3 years (fishbase)","730","2 years (fishbase)",NA,"0-1","MOVEMENT: display site fidelity when released 1km away with other populations as close as 5km nearby suggests less than 1km dispersal (doi:10.1006/jmsc.2000.1041) MIGRATION: anadromous forms migrate at least hundreds of miles between spawning stream and marine water (NatureServe Explorer)",NA,122,"TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","NatureServe Explorer+ some forms anadromous and some resident","Spring","Spring","DISTANCE: at least hundreds of miles - but depends on form (NatureServe Explorer)  TIMING: spring (Feb-Jun) POPULATION SPECIFIC: anadromous marine forms migrate up to at least hundreds of miles+ stream-dwelling may spend entire life in few hundred meters of stream+ lake-dwelling migrate to tributaries to spawn","Nikki","0.005-0.135","0.5-13.5 ha+ range taken from fig 1+2 (Blanchfield+ P. J.+ Tate+ L. S.+ & Podemski+ C. L. (2009). Survival and behaviour of rainbow trout (Oncorhynchus mykiss) released from an experimental aquaculture operation. Canadian Journal of Fisheries and Aquatic Sciences+ 66(11)+ 1976-1988.)",4015,"11 years max+ 5-6 years normal (fishbase + NatureServe Explorer)",NA,"N",0.208,0.375,NA,NA,"","",3.88620789778745,4.50088113475692,0.669999999999999,0.051961524227067,12.8941560119014,0.0492741051607675,0.00976623476718386,1.33023376523281
1977,"Oncorhynchus mykiss","Oncorhynchus","mykiss","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Myrick & Cech 2005","Comte","Oncorhynchus mykiss_38.63_-121.22",19,38.63,-121.22,"","Oncorhynchus","mykiss","wild population from Nimbus State Fish Hatchery California US",30,28.93,"tmax",2.82,"SD",10,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile","hatchery takes from American River",NA,NA,"Freshwater","30","days",NA,"1095","3 years (fishbase)","730","2 years (fishbase)",NA,"0-1","MOVEMENT: display site fidelity when released 1km away with other populations as close as 5km nearby suggests less than 1km dispersal (doi:10.1006/jmsc.2000.1041) MIGRATION: anadromous forms migrate at least hundreds of miles between spawning stream and marine water (NatureServe Explorer)",NA,122,"TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","NatureServe Explorer+ some forms anadromous and some resident","Spring","Spring","DISTANCE: at least hundreds of miles - but depends on form (NatureServe Explorer)  TIMING: spring (Feb-Jun) POPULATION SPECIFIC: anadromous marine forms migrate up to at least hundreds of miles+ stream-dwelling may spend entire life in few hundred meters of stream+ lake-dwelling migrate to tributaries to spawn","Nikki","0.005-0.135","0.5-13.5 ha+ range taken from fig 1+2 (Blanchfield+ P. J.+ Tate+ L. S.+ & Podemski+ C. L. (2009). Survival and behaviour of rainbow trout (Oncorhynchus mykiss) released from an experimental aquaculture operation. Canadian Journal of Fisheries and Aquatic Sciences+ 66(11)+ 1976-1988.)",4015,"11 years max+ 5-6 years normal (fishbase + NatureServe Explorer)",NA,"N",0.208,0.375,NA,NA,"","",3.88620789778745,4.50088113475692,0.669999999999999,0.051961524227067,12.8941560119014,0.0492741051607675,0.00976623476718386,1.33023376523281
833,"Esox masquinongy","Esox","masquinongy","Chordata","Teleostei","Esociformes","Esocidae",NA,"Beitinger et al. 2000","Comte","Esox masquinongy_42.184965_-79.430775",15,42.184965,-79.430775,"inferred","Esox","masquinongy","wild strain from Prendergast Point Hatchery, Chautauqua Lake, New York, United States",NA,34,"tmax",1.54,"SD",6,"critical","combination","1",NA,NA,NA,NA,NA,NA,"hatchery takes from from Chautauqua Lake (Hassan, K.C. & J.R. Spotila. 1976. The effect of acclimation on the temperature tolerance of young muskellunge fry. pp. 136–140. In: G.W. Esch & R.W. McFarlane (ed.) Thermal Ecology II, Nat. Tech. Inform. Serv., Springfield.)",NA,NA,"Freshwater",NA,"days",NA,"1825","AnAge","1460","AnAge",NA,"1-10","MOVEMENT: reproductive site fidelity in 55% to 93% of captured fish but others moved between sites within lakes+ sites were from ~1-10km apart (https://doi.org/10.1080/02755947.2011.590118) LARVAE: ""spawning occurs in water less than 1 metre deep in heavily vegetated flooded areas. Eggs sink and stick to bottom or vegetation"" (IUCN Red List) larvae not exposed to large current  MIGRATION: may migrate 40km between spawning and non-spawning (NatureServe Explorer)",NA,183,"TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.39-4.43","surface area of home range from 39-443 ha using minimum convex polygon method (https://doi.org/10.1007/BF00842978)",10950,"19 typical+ 30 years max (fishbase + ADW)",NA,"N",NA,NA,NA,NA,"","",9.35556147979466,9.43629428522475,0.121165644171779,0.0434154748784153,2.79084000603708,0.107988445927196,-0.0656360673272035,0.307967355670762
834,"Esox masquinongy","Esox","masquinongy","Chordata","Teleostei","Esociformes","Esocidae",NA,"Beitinger et al. 2000","Comte","Esox masquinongy_42.184965_-79.430775",7,42.184965,-79.430775,"inferred","Esox","masquinongy","wild strain from Prendergast Point Hatchery, Chautauqua Lake, New York, United States",NA,34,"tmax",0.98,"SD",6,"critical","LOE","1",NA,NA,NA,NA,NA,NA,"hatchery takes from from Chautauqua Lake (Hassan, K.C. & J.R. Spotila. 1976. The effect of acclimation on the temperature tolerance of young muskellunge fry. pp. 136–140. In: G.W. Esch & R.W. McFarlane (ed.) Thermal Ecology II, Nat. Tech. Inform. Serv., Springfield.)",NA,NA,"Freshwater",NA,"days",NA,"1825","AnAge","1460","AnAge",NA,"1-10","MOVEMENT: reproductive site fidelity in 55% to 93% of captured fish but others moved between sites within lakes+ sites were from ~1-10km apart (https://doi.org/10.1080/02755947.2011.590118) LARVAE: ""spawning occurs in water less than 1 metre deep in heavily vegetated flooded areas. Eggs sink and stick to bottom or vegetation"" (IUCN Red List) larvae not exposed to large current  MIGRATION: may migrate 40km between spawning and non-spawning (NatureServe Explorer)",NA,183,"TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.39-4.43","surface area of home range from 39-443 ha using minimum convex polygon method (https://doi.org/10.1007/BF00842978)",10950,"19 typical+ 30 years max (fishbase + ADW)",NA,"N",NA,NA,NA,NA,"","",9.35556147979466,9.43629428522475,0.121165644171779,0.0434154748784153,2.79084000603708,0.107988445927196,-0.0656360673272035,0.307967355670762
835,"Esox masquinongy","Esox","masquinongy","Chordata","Teleostei","Esociformes","Esocidae",NA,"Beitinger et al. 2000","Comte","Esox masquinongy_42.184965_-79.430775",15,42.184965,-79.430775,"inferred","Esox","masquinongy","wild strain from Prendergast Point Hatchery, Chautauqua Lake, New York, United States",NA,34.4,"tmax",1.09,"SD",6,"critical","LOE","1",NA,NA,NA,NA,NA,NA,"hatchery takes from from Chautauqua Lake (Hassan, K.C. & J.R. Spotila. 1976. The effect of acclimation on the temperature tolerance of young muskellunge fry. pp. 136–140. In: G.W. Esch & R.W. McFarlane (ed.) Thermal Ecology II, Nat. Tech. Inform. Serv., Springfield.)",NA,NA,"Freshwater",NA,"days",NA,"1825","AnAge","1460","AnAge",NA,"1-10","MOVEMENT: reproductive site fidelity in 55% to 93% of captured fish but others moved between sites within lakes+ sites were from ~1-10km apart (https://doi.org/10.1080/02755947.2011.590118) LARVAE: ""spawning occurs in water less than 1 metre deep in heavily vegetated flooded areas. Eggs sink and stick to bottom or vegetation"" (IUCN Red List) larvae not exposed to large current  MIGRATION: may migrate 40km between spawning and non-spawning (NatureServe Explorer)",NA,183,"TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.39-4.43","surface area of home range from 39-443 ha using minimum convex polygon method (https://doi.org/10.1007/BF00842978)",10950,"19 typical+ 30 years max (fishbase + ADW)",NA,"N",NA,NA,NA,NA,"","",9.35556147979466,9.43629428522475,0.121165644171779,0.0434154748784153,2.79084000603708,0.107988445927196,-0.0656360673272035,0.307967355670762
